,audio_directory,speaker,gender,length,Dict_n
10971,sitec/Dict01/clncut/female/fjb1shk00s183/set183065_clncut.wav,fjb1shk00s183,female,35456,dict01
10972,sitec/Dict01/clncut/female/fjb1shk00s183/set183013_clncut.wav,fjb1shk00s183,female,58496,dict01
10973,sitec/Dict01/clncut/female/fjb1shk00s183/set183093_clncut.wav,fjb1shk00s183,female,37120,dict01
10974,sitec/Dict01/clncut/female/fjb1shk00s183/set183085_clncut.wav,fjb1shk00s183,female,50688,dict01
10975,sitec/Dict01/clncut/female/fjb1shk00s183/set183037_clncut.wav,fjb1shk00s183,female,28288,dict01
10976,sitec/Dict01/clncut/female/fjb1shk00s183/set183003_clncut.wav,fjb1shk00s183,female,38528,dict01
10977,sitec/Dict01/clncut/female/fjb1shk00s183/set183011_clncut.wav,fjb1shk00s183,female,42752,dict01
10978,sitec/Dict01/clncut/female/fjb1shk00s183/set183005_clncut.wav,fjb1shk00s183,female,38016,dict01
10979,sitec/Dict01/clncut/female/fjb1shk00s183/set183067_clncut.wav,fjb1shk00s183,female,57984,dict01
10980,sitec/Dict01/clncut/female/fjb1shk00s183/set183033_clncut.wav,fjb1shk00s183,female,41216,dict01
10981,sitec/Dict01/clncut/female/fjb1shk00s183/set183047_clncut.wav,fjb1shk00s183,female,42368,dict01
10982,sitec/Dict01/clncut/female/fjb1shk00s183/set183068_clncut.wav,fjb1shk00s183,female,37120,dict01
10983,sitec/Dict01/clncut/female/fjb1shk00s183/set183064_clncut.wav,fjb1shk00s183,female,43648,dict01
10984,sitec/Dict01/clncut/female/fjb1shk00s183/set183038_clncut.wav,fjb1shk00s183,female,49152,dict01
10985,sitec/Dict01/clncut/female/fjb1shk00s183/set183010_clncut.wav,fjb1shk00s183,female,48512,dict01
10986,sitec/Dict01/clncut/female/fjb1shk00s183/set183019_clncut.wav,fjb1shk00s183,female,40320,dict01
10987,sitec/Dict01/clncut/female/fjb1shk00s183/set183076_clncut.wav,fjb1shk00s183,female,36480,dict01
10988,sitec/Dict01/clncut/female/fjb1shk00s183/set183088_clncut.wav,fjb1shk00s183,female,37376,dict01
10989,sitec/Dict01/clncut/female/fjb1shk00s183/set183053_clncut.wav,fjb1shk00s183,female,39680,dict01
10990,sitec/Dict01/clncut/female/fjb1shk00s183/set183028_clncut.wav,fjb1shk00s183,female,42112,dict01
10991,sitec/Dict01/clncut/female/fjb1shk00s183/set183061_clncut.wav,fjb1shk00s183,female,32896,dict01
10992,sitec/Dict01/clncut/female/fjb1shk00s183/set183056_clncut.wav,fjb1shk00s183,female,44672,dict01
10993,sitec/Dict01/clncut/female/fjb1shk00s183/set183015_clncut.wav,fjb1shk00s183,female,42624,dict01
10994,sitec/Dict01/clncut/female/fjb1shk00s183/set183092_clncut.wav,fjb1shk00s183,female,46208,dict01
10995,sitec/Dict01/clncut/female/fjb1shk00s183/set183032_clncut.wav,fjb1shk00s183,female,35072,dict01
10996,sitec/Dict01/clncut/female/fjb1shk00s183/set183001_clncut.wav,fjb1shk00s183,female,43776,dict01
10997,sitec/Dict01/clncut/female/fjb1shk00s183/set183024_clncut.wav,fjb1shk00s183,female,44160,dict01
10998,sitec/Dict01/clncut/female/fjb1shk00s183/set183059_clncut.wav,fjb1shk00s183,female,33408,dict01
10999,sitec/Dict01/clncut/female/fjb1shk00s183/set183049_clncut.wav,fjb1shk00s183,female,40832,dict01
11000,sitec/Dict01/clncut/female/fjb1shk00s183/set183080_clncut.wav,fjb1shk00s183,female,36864,dict01
11001,sitec/Dict01/clncut/female/fjb1shk00s183/set183004_clncut.wav,fjb1shk00s183,female,50944,dict01
11002,sitec/Dict01/clncut/female/fjb1shk00s183/set183045_clncut.wav,fjb1shk00s183,female,36096,dict01
11003,sitec/Dict01/clncut/female/fjb1shk00s183/set183073_clncut.wav,fjb1shk00s183,female,38656,dict01
11004,sitec/Dict01/clncut/female/fjb1shk00s183/set183046_clncut.wav,fjb1shk00s183,female,53888,dict01
11005,sitec/Dict01/clncut/female/fjb1shk00s183/set183090_clncut.wav,fjb1shk00s183,female,44032,dict01
11006,sitec/Dict01/clncut/female/fjb1shk00s183/set183017_clncut.wav,fjb1shk00s183,female,51840,dict01
11007,sitec/Dict01/clncut/female/fjb1shk00s183/set183031_clncut.wav,fjb1shk00s183,female,28928,dict01
11008,sitec/Dict01/clncut/female/fjb1shk00s183/set183070_clncut.wav,fjb1shk00s183,female,42240,dict01
11009,sitec/Dict01/clncut/female/fjb1shk00s183/set183060_clncut.wav,fjb1shk00s183,female,31872,dict01
11010,sitec/Dict01/clncut/female/fjb1shk00s183/set183021_clncut.wav,fjb1shk00s183,female,40576,dict01
11011,sitec/Dict01/clncut/female/fjb1shk00s183/set183104_clncut.wav,fjb1shk00s183,female,58240,dict01
11012,sitec/Dict01/clncut/female/fjb1shk00s183/set183072_clncut.wav,fjb1shk00s183,female,39552,dict01
11013,sitec/Dict01/clncut/female/fjb1shk00s183/set183042_clncut.wav,fjb1shk00s183,female,57344,dict01
11014,sitec/Dict01/clncut/female/fjb1shk00s183/set183034_clncut.wav,fjb1shk00s183,female,43392,dict01
11015,sitec/Dict01/clncut/female/fjb1shk00s183/set183082_clncut.wav,fjb1shk00s183,female,45824,dict01
11016,sitec/Dict01/clncut/female/fjb1shk00s183/set183071_clncut.wav,fjb1shk00s183,female,32896,dict01
11017,sitec/Dict01/clncut/female/fjb1shk00s183/set183044_clncut.wav,fjb1shk00s183,female,59008,dict01
11018,sitec/Dict01/clncut/female/fjb1shk00s183/set183050_clncut.wav,fjb1shk00s183,female,32896,dict01
11019,sitec/Dict01/clncut/female/fjb1shk00s183/set183075_clncut.wav,fjb1shk00s183,female,49536,dict01
11020,sitec/Dict01/clncut/female/fjb1shk00s183/set183063_clncut.wav,fjb1shk00s183,female,34304,dict01
11021,sitec/Dict01/clncut/female/fjb1shk00s183/set183008_clncut.wav,fjb1shk00s183,female,35584,dict01
11022,sitec/Dict01/clncut/female/fjb1shk00s183/set183097_clncut.wav,fjb1shk00s183,female,43648,dict01
11023,sitec/Dict01/clncut/female/fjb1shk00s183/set183009_clncut.wav,fjb1shk00s183,female,35968,dict01
11024,sitec/Dict01/clncut/female/fjb1shk00s183/set183007_clncut.wav,fjb1shk00s183,female,38912,dict01
11025,sitec/Dict01/clncut/female/fjb1shk00s183/set183022_clncut.wav,fjb1shk00s183,female,37504,dict01
11026,sitec/Dict01/clncut/female/fjb1shk00s183/set183054_clncut.wav,fjb1shk00s183,female,36992,dict01
11027,sitec/Dict01/clncut/female/fjb1shk00s183/set183002_clncut.wav,fjb1shk00s183,female,45824,dict01
11028,sitec/Dict01/clncut/female/fjb1shk00s183/set183086_clncut.wav,fjb1shk00s183,female,57472,dict01
11029,sitec/Dict01/clncut/female/fjb1shk00s183/set183052_clncut.wav,fjb1shk00s183,female,42624,dict01
11030,sitec/Dict01/clncut/female/fjb1shk00s183/set183027_clncut.wav,fjb1shk00s183,female,31488,dict01
11031,sitec/Dict01/clncut/female/fjb1shk00s183/set183078_clncut.wav,fjb1shk00s183,female,66560,dict01
11032,sitec/Dict01/clncut/female/fjb1shk00s183/set183099_clncut.wav,fjb1shk00s183,female,48768,dict01
11033,sitec/Dict01/clncut/female/fjb1shk00s183/set183098_clncut.wav,fjb1shk00s183,female,67072,dict01
11034,sitec/Dict01/clncut/female/fjb1shk00s183/set183081_clncut.wav,fjb1shk00s183,female,42240,dict01
11035,sitec/Dict01/clncut/female/fjb1shk00s183/set183018_clncut.wav,fjb1shk00s183,female,41856,dict01
11036,sitec/Dict01/clncut/female/fjb1shk00s183/set183062_clncut.wav,fjb1shk00s183,female,30720,dict01
11037,sitec/Dict01/clncut/female/fjb1shk00s183/set183020_clncut.wav,fjb1shk00s183,female,34944,dict01
11038,sitec/Dict01/clncut/female/fjb1shk00s183/set183048_clncut.wav,fjb1shk00s183,female,57088,dict01
11039,sitec/Dict01/clncut/female/fjb1shk00s183/set183087_clncut.wav,fjb1shk00s183,female,56064,dict01
11144,sitec/Dict01/clncut/female/fkw3khj00s078/set078084_clncut.wav,fkw3khj00s078,female,72832,dict01
11145,sitec/Dict01/clncut/female/fkw3khj00s078/set078069_clncut.wav,fkw3khj00s078,female,45440,dict01
11146,sitec/Dict01/clncut/female/fkw3khj00s078/set078044_clncut.wav,fkw3khj00s078,female,53504,dict01
11147,sitec/Dict01/clncut/female/fkw3khj00s078/set078089_clncut.wav,fkw3khj00s078,female,66048,dict01
11148,sitec/Dict01/clncut/female/fkw3khj00s078/set078006_clncut.wav,fkw3khj00s078,female,58624,dict01
11149,sitec/Dict01/clncut/female/fkw3khj00s078/set078080_clncut.wav,fkw3khj00s078,female,41728,dict01
11150,sitec/Dict01/clncut/female/fkw3khj00s078/set078083_clncut.wav,fkw3khj00s078,female,71168,dict01
11151,sitec/Dict01/clncut/female/fkw3khj00s078/set078052_clncut.wav,fkw3khj00s078,female,48384,dict01
11152,sitec/Dict01/clncut/female/fkw3khj00s078/set078032_clncut.wav,fkw3khj00s078,female,43008,dict01
11153,sitec/Dict01/clncut/female/fkw3khj00s078/set078014_clncut.wav,fkw3khj00s078,female,62464,dict01
11154,sitec/Dict01/clncut/female/fkw3khj00s078/set078053_clncut.wav,fkw3khj00s078,female,59904,dict01
11155,sitec/Dict01/clncut/female/fkw3khj00s078/set078048_clncut.wav,fkw3khj00s078,female,52480,dict01
11156,sitec/Dict01/clncut/female/fkw3khj00s078/set078035_clncut.wav,fkw3khj00s078,female,46208,dict01
11157,sitec/Dict01/clncut/female/fkw3khj00s078/set078016_clncut.wav,fkw3khj00s078,female,47488,dict01
11158,sitec/Dict01/clncut/female/fkw3khj00s078/set078046_clncut.wav,fkw3khj00s078,female,50304,dict01
11159,sitec/Dict01/clncut/female/fkw3khj00s078/set078097_clncut.wav,fkw3khj00s078,female,53760,dict01
11160,sitec/Dict01/clncut/female/fkw3khj00s078/set078028_clncut.wav,fkw3khj00s078,female,41856,dict01
11161,sitec/Dict01/clncut/female/fkw3khj00s078/set078038_clncut.wav,fkw3khj00s078,female,57088,dict01
11162,sitec/Dict01/clncut/female/fkw3khj00s078/set078012_clncut.wav,fkw3khj00s078,female,52864,dict01
11163,sitec/Dict01/clncut/female/fkw3khj00s078/set078090_clncut.wav,fkw3khj00s078,female,49536,dict01
11164,sitec/Dict01/clncut/female/fkw3khj00s078/set078101_clncut.wav,fkw3khj00s078,female,52608,dict01
11165,sitec/Dict01/clncut/female/fkw3khj00s078/set078033_clncut.wav,fkw3khj00s078,female,55296,dict01
11166,sitec/Dict01/clncut/female/fkw3khj00s078/set078075_clncut.wav,fkw3khj00s078,female,68864,dict01
11167,sitec/Dict01/clncut/female/fkw3khj00s078/set078055_clncut.wav,fkw3khj00s078,female,49280,dict01
11168,sitec/Dict01/clncut/female/fkw3khj00s078/set078013_clncut.wav,fkw3khj00s078,female,76032,dict01
11169,sitec/Dict01/clncut/female/fkw3khj00s078/set078091_clncut.wav,fkw3khj00s078,female,62080,dict01
11170,sitec/Dict01/clncut/female/fkw3khj00s078/set078067_clncut.wav,fkw3khj00s078,female,59264,dict01
11171,sitec/Dict01/clncut/female/fkw3khj00s078/set078072_clncut.wav,fkw3khj00s078,female,44544,dict01
11172,sitec/Dict01/clncut/female/fkw3khj00s078/set078041_clncut.wav,fkw3khj00s078,female,41472,dict01
11173,sitec/Dict01/clncut/female/fkw3khj00s078/set078065_clncut.wav,fkw3khj00s078,female,50816,dict01
11174,sitec/Dict01/clncut/female/fkw3khj00s078/set078062_clncut.wav,fkw3khj00s078,female,44672,dict01
11175,sitec/Dict01/clncut/female/fkw3khj00s078/set078086_clncut.wav,fkw3khj00s078,female,49280,dict01
11176,sitec/Dict01/clncut/female/fkw3khj00s078/set078036_clncut.wav,fkw3khj00s078,female,49920,dict01
11177,sitec/Dict01/clncut/female/fkw3khj00s078/set078040_clncut.wav,fkw3khj00s078,female,58624,dict01
11178,sitec/Dict01/clncut/female/fkw3khj00s078/set078037_clncut.wav,fkw3khj00s078,female,46080,dict01
11179,sitec/Dict01/clncut/female/fkw3khj00s078/set078023_clncut.wav,fkw3khj00s078,female,45184,dict01
11180,sitec/Dict01/clncut/female/fkw3khj00s078/set078102_clncut.wav,fkw3khj00s078,female,46720,dict01
11181,sitec/Dict01/clncut/female/fkw3khj00s078/set078057_clncut.wav,fkw3khj00s078,female,48512,dict01
11182,sitec/Dict01/clncut/female/fkw3khj00s078/set078079_clncut.wav,fkw3khj00s078,female,44800,dict01
11183,sitec/Dict01/clncut/female/fkw3khj00s078/set078096_clncut.wav,fkw3khj00s078,female,73088,dict01
11184,sitec/Dict01/clncut/female/fkw3khj00s078/set078056_clncut.wav,fkw3khj00s078,female,57728,dict01
11185,sitec/Dict01/clncut/female/fkw3khj00s078/set078008_clncut.wav,fkw3khj00s078,female,59520,dict01
11186,sitec/Dict01/clncut/female/fkw3khj00s078/set078030_clncut.wav,fkw3khj00s078,female,43136,dict01
11187,sitec/Dict01/clncut/female/fkw3khj00s078/set078070_clncut.wav,fkw3khj00s078,female,50944,dict01
11188,sitec/Dict01/clncut/female/fkw3khj00s078/set078007_clncut.wav,fkw3khj00s078,female,58752,dict01
11189,sitec/Dict01/clncut/female/fkw3khj00s078/set078029_clncut.wav,fkw3khj00s078,female,50816,dict01
11190,sitec/Dict01/clncut/female/fkw3khj00s078/set078043_clncut.wav,fkw3khj00s078,female,59264,dict01
11191,sitec/Dict01/clncut/female/fkw3khj00s078/set078095_clncut.wav,fkw3khj00s078,female,80640,dict01
11192,sitec/Dict01/clncut/female/fkw3khj00s078/set078002_clncut.wav,fkw3khj00s078,female,56832,dict01
11193,sitec/Dict01/clncut/female/fkw3khj00s078/set078045_clncut.wav,fkw3khj00s078,female,38784,dict01
11194,sitec/Dict01/clncut/female/fkw3khj00s078/set078087_clncut.wav,fkw3khj00s078,female,51328,dict01
11195,sitec/Dict01/clncut/female/fkw3khj00s078/set078058_clncut.wav,fkw3khj00s078,female,56320,dict01
11196,sitec/Dict01/clncut/female/fkw3khj00s078/set078094_clncut.wav,fkw3khj00s078,female,48640,dict01
11197,sitec/Dict01/clncut/female/fkw3khj00s078/set078076_clncut.wav,fkw3khj00s078,female,43520,dict01
11198,sitec/Dict01/clncut/female/fkw3khj00s078/set078003_clncut.wav,fkw3khj00s078,female,47104,dict01
11199,sitec/Dict01/clncut/female/fkw3khj00s078/set078022_clncut.wav,fkw3khj00s078,female,54528,dict01
11200,sitec/Dict01/clncut/female/fkw3khj00s078/set078100_clncut.wav,fkw3khj00s078,female,59008,dict01
11201,sitec/Dict01/clncut/female/fkw3khj00s078/set078025_clncut.wav,fkw3khj00s078,female,49280,dict01
11202,sitec/Dict01/clncut/female/fkw3khj00s078/set078047_clncut.wav,fkw3khj00s078,female,50560,dict01
11203,sitec/Dict01/clncut/female/fkw3khj00s078/set078042_clncut.wav,fkw3khj00s078,female,48640,dict01
11204,sitec/Dict01/clncut/female/fkw3khj00s078/set078021_clncut.wav,fkw3khj00s078,female,45056,dict01
11205,sitec/Dict01/clncut/female/fkw3khj00s078/set078061_clncut.wav,fkw3khj00s078,female,78464,dict01
11206,sitec/Dict01/clncut/female/fkw3khj00s078/set078004_clncut.wav,fkw3khj00s078,female,57472,dict01
11207,sitec/Dict01/clncut/female/fkw3khj00s078/set078049_clncut.wav,fkw3khj00s078,female,41088,dict01
11208,sitec/Dict01/clncut/female/fkw3khj00s078/set078098_clncut.wav,fkw3khj00s078,female,57984,dict01
11209,sitec/Dict01/clncut/female/fkw3khj00s078/set078017_clncut.wav,fkw3khj00s078,female,47872,dict01
11210,sitec/Dict01/clncut/female/fkw3khj00s078/set078018_clncut.wav,fkw3khj00s078,female,52352,dict01
11211,sitec/Dict01/clncut/female/fkw3khj00s078/set078005_clncut.wav,fkw3khj00s078,female,48768,dict01
11212,sitec/Dict01/clncut/female/fkw3khj00s078/set078071_clncut.wav,fkw3khj00s078,female,46720,dict01
11213,sitec/Dict01/clncut/female/fkw3khj00s078/set078092_clncut.wav,fkw3khj00s078,female,80000,dict01
11214,sitec/Dict01/clncut/female/fkw3khj00s078/set078009_clncut.wav,fkw3khj00s078,female,46976,dict01
11215,sitec/Dict01/clncut/female/fkw3khj00s078/set078026_clncut.wav,fkw3khj00s078,female,48512,dict01
11216,sitec/Dict01/clncut/female/fkw3khj00s078/set078066_clncut.wav,fkw3khj00s078,female,47360,dict01
11217,sitec/Dict01/clncut/female/fkw3khj00s078/set078081_clncut.wav,fkw3khj00s078,female,40064,dict01
11218,sitec/Dict01/clncut/female/fkw3khj00s078/set078060_clncut.wav,fkw3khj00s078,female,52864,dict01
11219,sitec/Dict01/clncut/female/fkw3khj00s078/set078077_clncut.wav,fkw3khj00s078,female,65024,dict01
11220,sitec/Dict01/clncut/female/fkw3khj00s078/set078011_clncut.wav,fkw3khj00s078,female,46464,dict01
11221,sitec/Dict01/clncut/female/fkw3khj00s078/set078039_clncut.wav,fkw3khj00s078,female,48128,dict01
11222,sitec/Dict01/clncut/female/fkw3khj00s078/set078064_clncut.wav,fkw3khj00s078,female,67712,dict01
11223,sitec/Dict01/clncut/female/fkw3khj00s078/set078068_clncut.wav,fkw3khj00s078,female,38784,dict01
11224,sitec/Dict01/clncut/female/fkw3khj00s078/set078104_clncut.wav,fkw3khj00s078,female,52480,dict01
11225,sitec/Dict01/clncut/female/fkw3khj00s078/set078093_clncut.wav,fkw3khj00s078,female,44800,dict01
11226,sitec/Dict01/clncut/female/fkw3khj00s078/set078088_clncut.wav,fkw3khj00s078,female,51968,dict01
11227,sitec/Dict01/clncut/female/fkw3khj00s078/set078034_clncut.wav,fkw3khj00s078,female,57728,dict01
11228,sitec/Dict01/clncut/female/fkw3khj00s078/set078019_clncut.wav,fkw3khj00s078,female,59264,dict01
11229,sitec/Dict01/clncut/female/fkw3khj00s078/set078027_clncut.wav,fkw3khj00s078,female,48896,dict01
11230,sitec/Dict01/clncut/female/fkw3khj00s078/set078103_clncut.wav,fkw3khj00s078,female,50816,dict01
11231,sitec/Dict01/clncut/female/fkw3khj00s078/set078082_clncut.wav,fkw3khj00s078,female,55424,dict01
11232,sitec/Dict01/clncut/female/fkw3khj00s078/set078059_clncut.wav,fkw3khj00s078,female,68224,dict01
11233,sitec/Dict01/clncut/female/fkw3khj00s078/set078001_clncut.wav,fkw3khj00s078,female,41728,dict01
11234,sitec/Dict01/clncut/female/fkw3khj00s078/set078051_clncut.wav,fkw3khj00s078,female,70656,dict01
11235,sitec/Dict01/clncut/female/fkw3khj00s078/set078085_clncut.wav,fkw3khj00s078,female,56064,dict01
11236,sitec/Dict01/clncut/female/fkw3khj00s078/set078073_clncut.wav,fkw3khj00s078,female,50944,dict01
11237,sitec/Dict01/clncut/female/fkw3khj00s078/set078015_clncut.wav,fkw3khj00s078,female,59648,dict01
11238,sitec/Dict01/clncut/female/fkw3khj00s078/set078020_clncut.wav,fkw3khj00s078,female,53504,dict01
11239,sitec/Dict01/clncut/female/fkw3khj00s078/set078031_clncut.wav,fkw3khj00s078,female,49920,dict01
11240,sitec/Dict01/clncut/female/fkw3khj00s078/set078010_clncut.wav,fkw3khj00s078,female,55552,dict01
11241,sitec/Dict01/clncut/female/fkw3khj00s078/set078099_clncut.wav,fkw3khj00s078,female,56704,dict01
11242,sitec/Dict01/clncut/female/fkw3khj00s078/set078063_clncut.wav,fkw3khj00s078,female,42624,dict01
11243,sitec/Dict01/clncut/female/fkw3khj00s078/set078078_clncut.wav,fkw3khj00s078,female,56576,dict01
11244,sitec/Dict01/clncut/female/fkw3khj00s078/set078050_clncut.wav,fkw3khj00s078,female,52992,dict01
11245,sitec/Dict01/clncut/female/fkw3khj00s078/set078054_clncut.wav,fkw3khj00s078,female,54912,dict01
11246,sitec/Dict01/clncut/female/fkw3khj00s078/set078024_clncut.wav,fkw3khj00s078,female,40448,dict01
11247,sitec/Dict01/clncut/female/fkw3khj00s078/set078074_clncut.wav,fkw3khj00s078,female,55040,dict01
11248,sitec/Dict01/clncut/female/fjn4csh00s164/set164086_clncut.wav,fjn4csh00s164,female,46464,dict01
11249,sitec/Dict01/clncut/female/fjn4csh00s164/set164033_clncut.wav,fjn4csh00s164,female,45056,dict01
11250,sitec/Dict01/clncut/female/fjn4csh00s164/set164079_clncut.wav,fjn4csh00s164,female,51328,dict01
11251,sitec/Dict01/clncut/female/fjn4csh00s164/set164070_clncut.wav,fjn4csh00s164,female,55040,dict01
11252,sitec/Dict01/clncut/female/fjn4csh00s164/set164096_clncut.wav,fjn4csh00s164,female,55168,dict01
11253,sitec/Dict01/clncut/female/fjn4csh00s164/set164068_clncut.wav,fjn4csh00s164,female,50304,dict01
11254,sitec/Dict01/clncut/female/fjn4csh00s164/set164085_clncut.wav,fjn4csh00s164,female,57088,dict01
11255,sitec/Dict01/clncut/female/fjn4csh00s164/set164037_clncut.wav,fjn4csh00s164,female,40576,dict01
11256,sitec/Dict01/clncut/female/fjn4csh00s164/set164103_clncut.wav,fjn4csh00s164,female,49152,dict01
11257,sitec/Dict01/clncut/female/fjn4csh00s164/set164026_clncut.wav,fjn4csh00s164,female,44288,dict01
11258,sitec/Dict01/clncut/female/fjn4csh00s164/set164101_clncut.wav,fjn4csh00s164,female,39296,dict01
11259,sitec/Dict01/clncut/female/fjn4csh00s164/set164097_clncut.wav,fjn4csh00s164,female,38272,dict01
11260,sitec/Dict01/clncut/female/fjn4csh00s164/set164003_clncut.wav,fjn4csh00s164,female,39680,dict01
11261,sitec/Dict01/clncut/female/fjn4csh00s164/set164017_clncut.wav,fjn4csh00s164,female,47616,dict01
11262,sitec/Dict01/clncut/female/fjn4csh00s164/set164063_clncut.wav,fjn4csh00s164,female,46976,dict01
11263,sitec/Dict01/clncut/female/fjn4csh00s164/set164058_clncut.wav,fjn4csh00s164,female,49024,dict01
11264,sitec/Dict01/clncut/female/fjn4csh00s164/set164087_clncut.wav,fjn4csh00s164,female,46080,dict01
11265,sitec/Dict01/clncut/female/fjn4csh00s164/set164095_clncut.wav,fjn4csh00s164,female,55424,dict01
11266,sitec/Dict01/clncut/female/fjn4csh00s164/set164020_clncut.wav,fjn4csh00s164,female,38016,dict01
11267,sitec/Dict01/clncut/female/fjn4csh00s164/set164034_clncut.wav,fjn4csh00s164,female,34816,dict01
11268,sitec/Dict01/clncut/female/fjn4csh00s164/set164032_clncut.wav,fjn4csh00s164,female,40064,dict01
11269,sitec/Dict01/clncut/female/fjn4csh00s164/set164007_clncut.wav,fjn4csh00s164,female,63872,dict01
11270,sitec/Dict01/clncut/female/fjn4csh00s164/set164004_clncut.wav,fjn4csh00s164,female,38656,dict01
11271,sitec/Dict01/clncut/female/fjn4csh00s164/set164005_clncut.wav,fjn4csh00s164,female,62464,dict01
11272,sitec/Dict01/clncut/female/fjn4csh00s164/set164083_clncut.wav,fjn4csh00s164,female,41600,dict01
11273,sitec/Dict01/clncut/female/fjn4csh00s164/set164013_clncut.wav,fjn4csh00s164,female,47488,dict01
11274,sitec/Dict01/clncut/female/fjn4csh00s164/set164028_clncut.wav,fjn4csh00s164,female,44544,dict01
11275,sitec/Dict01/clncut/female/fjn4csh00s164/set164027_clncut.wav,fjn4csh00s164,female,48128,dict01
11276,sitec/Dict01/clncut/female/fjn4csh00s164/set164064_clncut.wav,fjn4csh00s164,female,50304,dict01
11277,sitec/Dict01/clncut/female/fjn4csh00s164/set164091_clncut.wav,fjn4csh00s164,female,83968,dict01
11278,sitec/Dict01/clncut/female/fjn4csh00s164/set164078_clncut.wav,fjn4csh00s164,female,63744,dict01
11279,sitec/Dict01/clncut/female/fjn4csh00s164/set164050_clncut.wav,fjn4csh00s164,female,38528,dict01
11280,sitec/Dict01/clncut/female/fjn4csh00s164/set164031_clncut.wav,fjn4csh00s164,female,34688,dict01
11281,sitec/Dict01/clncut/female/fjn4csh00s164/set164056_clncut.wav,fjn4csh00s164,female,50304,dict01
11282,sitec/Dict01/clncut/female/fjn4csh00s164/set164069_clncut.wav,fjn4csh00s164,female,47232,dict01
11283,sitec/Dict01/clncut/female/fjn4csh00s164/set164016_clncut.wav,fjn4csh00s164,female,41088,dict01
11284,sitec/Dict01/clncut/female/fjn4csh00s164/set164021_clncut.wav,fjn4csh00s164,female,39680,dict01
11285,sitec/Dict01/clncut/female/fjn4csh00s164/set164084_clncut.wav,fjn4csh00s164,female,64896,dict01
11286,sitec/Dict01/clncut/female/fjn4csh00s164/set164015_clncut.wav,fjn4csh00s164,female,41856,dict01
11287,sitec/Dict01/clncut/female/fjn4csh00s164/set164094_clncut.wav,fjn4csh00s164,female,43136,dict01
11288,sitec/Dict01/clncut/female/fjn4csh00s164/set164060_clncut.wav,fjn4csh00s164,female,56320,dict01
11289,sitec/Dict01/clncut/female/fjn4csh00s164/set164104_clncut.wav,fjn4csh00s164,female,67200,dict01
11290,sitec/Dict01/clncut/female/fjn4csh00s164/set164077_clncut.wav,fjn4csh00s164,female,69120,dict01
11291,sitec/Dict01/clncut/female/fjn4csh00s164/set164036_clncut.wav,fjn4csh00s164,female,39680,dict01
11292,sitec/Dict01/clncut/female/fjn4csh00s164/set164090_clncut.wav,fjn4csh00s164,female,47232,dict01
11293,sitec/Dict01/clncut/female/fjn4csh00s164/set164049_clncut.wav,fjn4csh00s164,female,43520,dict01
11294,sitec/Dict01/clncut/female/fjn4csh00s164/set164002_clncut.wav,fjn4csh00s164,female,43904,dict01
11295,sitec/Dict01/clncut/female/fjn4csh00s164/set164014_clncut.wav,fjn4csh00s164,female,48512,dict01
11296,sitec/Dict01/clncut/female/fjn4csh00s164/set164009_clncut.wav,fjn4csh00s164,female,52096,dict01
11297,sitec/Dict01/clncut/female/fjn4csh00s164/set164042_clncut.wav,fjn4csh00s164,female,47232,dict01
11298,sitec/Dict01/clncut/female/fjn4csh00s164/set164030_clncut.wav,fjn4csh00s164,female,46592,dict01
11299,sitec/Dict01/clncut/female/fjn4csh00s164/set164093_clncut.wav,fjn4csh00s164,female,35456,dict01
11300,sitec/Dict01/clncut/female/fjn4csh00s164/set164025_clncut.wav,fjn4csh00s164,female,38016,dict01
11301,sitec/Dict01/clncut/female/fjn4csh00s164/set164062_clncut.wav,fjn4csh00s164,female,41984,dict01
11302,sitec/Dict01/clncut/female/fjn4csh00s164/set164019_clncut.wav,fjn4csh00s164,female,54016,dict01
11303,sitec/Dict01/clncut/female/fjn4csh00s164/set164092_clncut.wav,fjn4csh00s164,female,64640,dict01
11304,sitec/Dict01/clncut/female/fjn4csh00s164/set164038_clncut.wav,fjn4csh00s164,female,51840,dict01
11305,sitec/Dict01/clncut/female/fjn4csh00s164/set164075_clncut.wav,fjn4csh00s164,female,56320,dict01
11306,sitec/Dict01/clncut/female/fjn4csh00s164/set164072_clncut.wav,fjn4csh00s164,female,39552,dict01
11307,sitec/Dict01/clncut/female/fjn4csh00s164/set164100_clncut.wav,fjn4csh00s164,female,55552,dict01
11308,sitec/Dict01/clncut/female/fjn4csh00s164/set164073_clncut.wav,fjn4csh00s164,female,50816,dict01
11309,sitec/Dict01/clncut/female/fjn4csh00s164/set164022_clncut.wav,fjn4csh00s164,female,41984,dict01
11310,sitec/Dict01/clncut/female/fjn4csh00s164/set164048_clncut.wav,fjn4csh00s164,female,47232,dict01
11311,sitec/Dict01/clncut/female/fjn4csh00s164/set164053_clncut.wav,fjn4csh00s164,female,49024,dict01
11312,sitec/Dict01/clncut/female/fjn4csh00s164/set164012_clncut.wav,fjn4csh00s164,female,40448,dict01
11313,sitec/Dict01/clncut/female/fjn4csh00s164/set164076_clncut.wav,fjn4csh00s164,female,43392,dict01
11314,sitec/Dict01/clncut/female/fjn4csh00s164/set164098_clncut.wav,fjn4csh00s164,female,58752,dict01
11315,sitec/Dict01/clncut/female/fjn4csh00s164/set164099_clncut.wav,fjn4csh00s164,female,53760,dict01
